client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_36530338.mp3	The test does not cover the condition of the engine, clutch or gearbox.	0	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_36530378.mp3	Moseley's historic local rivals are Coventry.	0	2	thirties	male	Canadian English		en	
bbf090e6e283e4e37184a2e8d18c4e8b316a072a5565f942ab1fe209609ce93499859b1bc6b7111be2f33203c2746e5c37c57a3fcff52e9a7f38780d6fc39a26	common_voice_en_36532883.mp3	Chain whip techniques may be combined with jumping kicks and other acrobatics.	0	2	sixties	male	India and South Asia (India, Pakistan, Sri Lanka)		en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_36537099.mp3	The arena has received cosmetic upgrades in recent years.	0	2	twenties	male	United States English		en	
4a207cbff17438de87a2d82fb992fee9db6ed4b256156c17d342a0ee5e8830d6944fcc6dbd90b53061c7aee09d91c529f82ebcd912f305052dda1a5ac99fa679	common_voice_en_36537152.mp3	Slowly, the band became more and more alt.	0	2			United States English		en	
4a207cbff17438de87a2d82fb992fee9db6ed4b256156c17d342a0ee5e8830d6944fcc6dbd90b53061c7aee09d91c529f82ebcd912f305052dda1a5ac99fa679	common_voice_en_36537190.mp3	The highest species diversity is in the Andes.	0	2			United States English		en	
4a207cbff17438de87a2d82fb992fee9db6ed4b256156c17d342a0ee5e8830d6944fcc6dbd90b53061c7aee09d91c529f82ebcd912f305052dda1a5ac99fa679	common_voice_en_36537242.mp3	All of these words existed in Latin and most of them have alternative etymologies.	0	2			United States English		en	
4a207cbff17438de87a2d82fb992fee9db6ed4b256156c17d342a0ee5e8830d6944fcc6dbd90b53061c7aee09d91c529f82ebcd912f305052dda1a5ac99fa679	common_voice_en_36537268.mp3	The paper made Fischer a central figure in New Keynesian economics.	0	2			United States English		en	
4a207cbff17438de87a2d82fb992fee9db6ed4b256156c17d342a0ee5e8830d6944fcc6dbd90b53061c7aee09d91c529f82ebcd912f305052dda1a5ac99fa679	common_voice_en_36537303.mp3	This is where Sleepy Joe is being dragged by the socialists.	0	2			United States English		en	
7522964dd1cb1e705cddcbb27e4d87d60c8f55e7bf600ab25d25b2bf98211298067c3f34a6dc84b8f047fc3d0c4eacfa75fb9ee565698f2774ce85b0130166d7	common_voice_en_36537464.mp3	The song was composed by Dharmasiri Gamage.	2	2	thirties	male	United States English		en	
7522964dd1cb1e705cddcbb27e4d87d60c8f55e7bf600ab25d25b2bf98211298067c3f34a6dc84b8f047fc3d0c4eacfa75fb9ee565698f2774ce85b0130166d7	common_voice_en_36537507.mp3	He reported the offer to Charles the Fifth and put Morone into prison.	2	2	thirties	male	United States English		en	
7522964dd1cb1e705cddcbb27e4d87d60c8f55e7bf600ab25d25b2bf98211298067c3f34a6dc84b8f047fc3d0c4eacfa75fb9ee565698f2774ce85b0130166d7	common_voice_en_36537637.mp3	The album contains some compositions salvaged from later albums by The Who.	2	2	thirties	male	United States English		en	
fa6623d15afcd6e0518905857fefa9b0874561fa1a803c1d632c268f2d4d08f26262ca14da511e954c6b715fd07c7df6489358b63edfdb6f6e9d4632e61b3a03	common_voice_en_36538683.mp3	Both compounds were isolated from plants of the dogbane (Apocynaceae) family including "Tabernaemontana coronaria".	0	2					en	
3b0b5c8781ed30c6eeffb659563902affe6deb9b4d5b5a947e5d9d71e219cf620f813e0c96638b5b11fc873082865c64ba884180319fc4c9eb8ec4d8fd6054b5	common_voice_en_36539338.mp3	The trailer was released later that day.	1	2	teens	male			en	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_en_36539636.mp3	Their disgust and lack of enthusiasm show how they feel about the show.	2	2	fifties	male	German English,Non native speaker		en	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_en_36539741.mp3	He wrote numerous books and articles about military policy.	0	2	fifties	male	German English,Non native speaker		en	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_en_36539888.mp3	He used this influence to urge the Martin government to send peacekeepers to Darfur.	0	2	fifties	male	German English,Non native speaker		en	
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6	common_voice_en_36541251.mp3	Vimentin is attached to the nucleus, endoplasmic reticulum, and mitochondria, either laterally or terminally.	0	2	fourties	female	Scottish English		en	
4d16e834f67dfa949e3a57762162492755069e55e829d01c46a0cefef723cd8e1786c1948a215ff32605bda9f90a807f8aee5ad3a75d00e2cd18b22e6372127b	common_voice_en_36543468.mp3	Appleby is mentioned in the Edmund Crispin novel "Holy Disorders".	1	2					en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_36543907.mp3	She earned her Ph.D degree in psychology from Columbia University.	0	2	thirties	male	Canadian English		en	
